Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet
Social & Community Intern - New York,"Love, Bonito",,2024-02-09,https://sg.linkedin.com/jobs/view/social-community-intern-new-york-at-love-bonito-3846535018?position=29&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=Ylotzlj%2BXz%2FNFL0c02IyWw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday woman and inspire self-confidence. We are the leading direct-to-consumer womenswear brand, headquartered in Asia, with a presence across [19] countries, including our big bet market, the United States.

Founded in 2010, we are proudly female-founded with more than 70% female representation across our organization, leadership, and STEM roles (#girlpower!). We raised a US$50M Series C round in 2021 and know that"
Capital Markets Intern,ADDX,,2023-03-20,https://sg.linkedin.com/jobs/view/capital-markets-intern-at-addx-3562829289?position=32&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=X8DSVSlY42MC96nwYASnBg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Who are we?




We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space.




Why join us?




We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority "
Intern - Business Intern,Activate Interactive,,2023-11-08,https://sg.linkedin.com/jobs/view/intern-business-intern-at-activate-interactive-3760906642?position=34&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=3lqghEsoooVsUfFbOLBjyw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Headquartered in Singapore, Actxa Pte Ltd is a deep tech company founded in 2015 that leverages artificial intelligence to create next generation preventive healthcare solutions.

We create evidence-based, personalised health insights in the domains of physical activities, sleep quality, body composition, stress and recovery, heart health and blood glucose evaluation and monitoring.

To improve population health, Actxa establishes worldwide partnerships and research collaborations to develop cri"
Data Analyst Intern,ADDX,,2023-03-29,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-addx-3575081957?position=35&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=9i9uqShk%2BXz3SP1maggrzA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Who are we?




We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space.




Why join us?




We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority "
College Intern - Financial Analyst,HP,,2024-02-28,https://sg.linkedin.com/jobs/view/college-intern-financial-analyst-at-hp-3839783711?position=36&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=VSlc2%2FR4Jr%2Fp82zrOPY63g%3D%3D&trk=public_jobs_jserp-result_search-card,[],"What a College Intern - Financial Analyst does at HP:


As a Financial Analyst Intern at HP, you won't just crunch numbers – you'll be the superhero behind the scenes, gathering vital information and crafting automated tools that will revolutionize the way Account Managers present financial returns.
Support the business to gather trends, data and hidden gems to make our financial strategies stand out.
Be the architect of change! Build automation tools such Total cost of ownership (TCO), Break-ev"
Business Development Intern - [Lifestyle - Home & Living],Shopee,,2024-01-19,https://sg.linkedin.com/jobs/view/business-development-intern-lifestyle-home-living-at-shopee-3687551681?position=37&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=ir%2BD9wH5P2HkBW7dEz63qw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description


Promoting and encouraging niche sellers to come on board the Shopee platform
Assist Key Account Managers (KAMs) in daily operational work related to campaigns and initiativesConduct competitor monitoring and research to better understand the competitor landscape of the various categories
Adopting a creative and innovative approach to problem solving


Requirements


Currently pursuing a Bachelor's Degree or Diploma in any related discipline
Positive, team-player, and energetic "
Internship - Flavor Creation Lab,dsm-firmenich,,2024-02-14,https://sg.linkedin.com/jobs/view/internship-flavor-creation-lab-at-dsm-firmenich-3792900750?position=40&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=T4tVUjR0e5kyO%2BdfxMlAXg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"At dsm-firmenich people are at the heart of the company. We are committed to equal employment opportunities and value diversity in the workplace.

Purpose:

The purpose of this intern is to support Flavorists in creation of new ingredients and new technologies.

Roles and Responsibilities:


Update a database that can be used to organize the available stock of raw materials available (~2000 items) to the flavor creation laboratory.
Order raw materials through SAP
Update physical raw materials sa"
Internship - Talent Acquisition,Siemens,,2024-02-27,https://sg.linkedin.com/jobs/view/internship-talent-acquisition-at-siemens-3835945824?position=42&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=zO4oNyfy9heX1E4zbVWGyA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Launch Your Talent Acquisition Career with Siemens!

We know that a business only thrives if our people are thriving. That’s why we always put our people first. Our global and diverse team would be happy to support you and challenge you to grow in many ways. Who knows where our joint journey will take you? To cope with our increasing business needs, we are looking for an intern to join us in our fast-expanding team. You will be part of the Talent Acquisition Team to accelerate the growth for Sie"
Retail Design Intern,Moët Hennessy,,2024-02-16,https://sg.linkedin.com/jobs/view/retail-design-intern-at-mo%C3%ABt-hennessy-3831760911?position=43&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=tTRsXB3pCvci50Fpegv%2BKg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Roles And Responsibilities


Design Management Support
Manage the Retail design material library and samples with the team & contractors
Support & maintain POSM and Props inventory management
Generate & manage report documentations for store opening and renovations.
Maintain tracker of POSM and Props inventor. Work with Retail marketing team on POSM orders
Manage & maintain the retail design sharepoint – archive all retail design projects (VM & PM)
Raise retail design related PO for the team and"
Computer Science Intern (Python) – Trading,Grasshopper,,2024-03-05,https://sg.linkedin.com/jobs/view/computer-science-intern-python-%E2%80%93-trading-at-grasshopper-3846510498?position=44&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=nrW7PtZN65g%2FMJObRx9ofw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

Have you wondered what it’s like being part of the most competitive industry in the world? Do you aspire to be part of a brilliant diverse team of traders, technologists, and quants?

Responsibilities

You will be working closely with a senior team member to design, build and deploy a system that consists of various tools used by the team for both reporting and trading purposes. The application involves full-stack development from front-end to back-end. It also involves numerica"
Intern - Data Scientist,Micron Technology,,2024-03-02,https://sg.linkedin.com/jobs/view/intern-data-scientist-at-micron-technology-3745188988?position=49&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=O4%2F7M0VoX1GSI08JbfT4ww%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Our vision is to transform how the world uses information to enrich life for all.

Join an inclusive team passionate about one thing: using their expertise in the relentless pursuit of innovation for customers and partners. The solutions we build help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can fuel the very innovation we are purs"
Facilities Executive Intern,Figment,,2024-02-07,https://sg.linkedin.com/jobs/view/facilities-executive-intern-at-figment-3819904856?position=55&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=WoJ6X2k06Rh3mBEsGytQfA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Inspired by built heritage and creative talent, Figment reimagines conservation shophouses in Singapore as boutique homes and offer fully-furnished rental suites that make art, design, and heritage a daily experience. We also own and manage The Lorong 24A Shophouse Series, previously covered in the Wall Street Journal and the New York Times. Find out more about us at www.figment.live.




The Facilities Executive Intern will directly assist management to ready new residential properties for stay"
Asia Pacific - Regional Learning & Organisation Development Intern,Shiseido,,2024-02-20,https://sg.linkedin.com/jobs/view/asia-pacific-regional-learning-organisation-development-intern-at-shiseido-3813192144?position=56&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=IY7DwtvvuD8gKteL9Up6GQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"MAIN PURPOSE

The incumbent will support the coordination and communication of L&D initiatives for various learning initiatives, review the post-learning feedback to provide continuous improvement to the learning experience. With the vision to elevate virtual / digital learning options, the incumbent will be involved in the research and exploration of new tools as an on-going effort to build the learning experience.

The incumbent may also be exposed to other general HR operations where suitable"
Data Science Intern,"Love, Bonito",,2024-02-08,https://sg.linkedin.com/jobs/view/data-science-intern-at-love-bonito-3824813813?position=60&pageNum=0&refId=YyMgOujGa%2FlXT7tks8KNFg%3D%3D&trackingId=XoXHKa8%2B3IzCyT0ChU4N7A%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are Southeast Asia's leading womenswear brand, headquartered in Singapore, with an omnichannel presence across Hong Kong SAR China, Indonesia, Malaysia and a retail franchise in Cambodia. In addition, we have also expanded into international markets namely the Philippines and the United States of America.

Founded in 2010, we are proudly female-founded with more than"
Intern Digital Business Development - Porsche Services Singapore Pte. Ltd,Porsche Asia Pacific Pte Ltd,,2024-02-26,https://sg.linkedin.com/jobs/view/intern-digital-business-development-porsche-services-singapore-pte-ltd-at-porsche-asia-pacific-pte-ltd-3839947102?position=2&pageNum=2&refId=%2B%2FY%2FNpU22WHRPKRF8AMyQw%3D%3D&trackingId=MpII6MczTAfx7auHSTUcdA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Tasks:


Assist in the ramp-up of a digital product team, contributing to the development, operation, and deployment of solutions to several markets
Support in defining the team's strategic direction and ensuring alignment with stakeholders
Manage small independent sub-project responsibilities, demonstrating initiative and leadership potential
Perform data analysis and prepare PowerPoint presentations for stakeholder management and project updates
Assist in developing processes and procedure"
Marketing Intern,Maybank Investment Banking Group,,2024-02-23,https://sg.linkedin.com/jobs/view/marketing-intern-at-maybank-investment-banking-group-3836883541?position=3&pageNum=2&refId=%2B%2FY%2FNpU22WHRPKRF8AMyQw%3D%3D&trackingId=tJs3wM6%2F2NWw7w8SUmQatA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities (MSSG) is a leading brokerage and investment bank across ASEAN, Maybank Securities provides services in corporate finance & advisory, debt markets, equity capital markets, derivatives, retail and institutional securities broking & research and Prime Brokerage.




This position reports directly to Head of Marketing.




Job Description:

As a marketing intern with Maybank Securities, you will have a unique opportunity to delve into the dynamic world o"
